,Epoch,Generator Loss,Discriminator Loss
0,1,-0.8894,-0.5827
1,2,-2.0765,-0.2966
2,3,-2.4383,0.1355
3,4,-1.8825,-0.178
4,5,-1.8145,-0.3448
5,6,-1.6972,-0.3445
6,7,-2.0541,0.6083
7,8,-2.1892,-0.8664
8,9,-2.1971,0.0726
9,10,-2.4328,-0.6993
10,11,-2.4351,0.4019
11,12,-2.0539,-0.4676
12,13,-2.5518,-0.6206
13,14,-1.5568,-0.4503
14,15,-1.762,0.7395
15,16,-1.3299,0.3262
16,17,-2.8525,0.0199
17,18,-1.8247,-0.3209
18,19,-1.6252,-0.3477
19,20,-2.1255,-0.2145
20,21,-1.5507,-0.1718
21,22,-1.7076,0.0502
22,23,-2.7867,0.4041
23,24,-2.2903,0.0039
24,25,-1.9493,-0.0307
25,26,-1.6345,-0.7012
26,27,-2.2684,-0.118
27,28,-3.2907,-0.0115
28,29,-1.414,0.0201
29,30,-1.9198,-0.1022
30,31,-1.7048,-0.6782
31,32,-2.3261,0.2219
32,33,-2.1625,-0.7092
33,34,-2.6852,0.0122
34,35,-2.1626,-0.4495
35,36,-2.3343,-0.1412
36,37,-2.0966,0.308
37,38,-2.2453,0.2737
38,39,-2.1705,-0.1932
39,40,-2.3009,-0.2612
40,41,-2.1112,-0.1872
41,42,-2.2148,0.1558
42,43,-2.5154,0.3256
43,44,-2.3296,0.2323
44,45,-2.6618,-0.1973
45,46,-2.4707,-0.3693
46,47,-1.7639,0.2713
47,48,-2.3302,-0.415
48,49,-2.3732,-0.217
49,50,-2.6874,0.4825
50,51,-2.0695,-0.4003
51,52,-2.4684,0.1751
52,53,-2.6317,0.6114
53,54,-2.4747,-0.2003
54,55,-2.3132,-0.0218
55,56,-2.4013,0.4751
56,57,-2.2751,-0.2601
57,58,-1.774,-0.4545
58,59,-2.0669,-0.1199
59,60,-1.9729,-0.2121
60,61,-1.0427,0.3455
61,62,-1.2615,0.4917
62,63,-1.8231,0.3391
63,64,-1.0112,0.9015
64,65,-0.0615,-1.4139
65,66,-1.8805,-1.1545
66,67,-1.8612,-0.1714
67,68,-0.861,-0.267
68,69,-0.9936,-0.3827
69,70,-1.9589,-0.8434
70,71,-1.9288,0.3349
71,72,-1.6731,-0.0013
72,73,-1.9826,-1.192
73,74,-0.8082,0.1927
74,75,-2.0646,-0.4379
75,76,-0.8366,0.3927
76,77,-2.0228,-1.3161
77,78,-1.1919,-1.8162
78,79,-1.7966,-0.0121
79,80,-0.8221,0.3516
80,81,-1.3474,-0.7415
81,82,-1.0544,0.1355
82,83,-0.6331,0.601
83,84,-2.6214,-0.8999
84,85,-0.5381,0.7102
85,86,-1.3536,0.4519
86,87,-1.2552,-0.6719
87,88,-0.6234,0.3367
88,89,-1.3426,0.4264
89,90,-0.3824,0.4306
90,91,-0.553,-0.4574
91,92,0.309,-1.3632
92,93,-1.0942,1.4494
93,94,0.7956,0.1011
94,95,-1.2281,-0.2194
95,96,-1.222,-0.5853
96,97,1.2039,0.8001
97,98,-0.1052,-0.5815
98,99,-1.3828,0.6195
99,100,0.0688,-0.2607
100,101,-1.2183,-0.0254
101,102,-1.2514,-0.2842
102,103,-1.0573,-0.3263
103,104,-1.0083,0.5348
104,105,0.0279,1.3024
105,106,-1.1075,-2.0809
106,107,-0.3697,-1.0986
107,108,-0.3478,-0.4721
108,109,-0.4935,0.9432
109,110,-0.6703,-0.7462
110,111,-1.6288,-0.6313
111,112,0.6934,1.235
112,113,-1.9937,0.4971
