,Epoch,Generator Loss,Discriminator Loss
0,1,-1.114,0.2678
1,2,-1.7846,0.23
2,3,-2.1013,-0.0465
3,4,-2.1407,0.1099
4,5,-2.3749,-0.0846
5,6,-2.2054,0.2661
6,7,-2.3847,0.0727
7,8,-2.6182,-0.0574
8,9,-2.7998,0.0392
9,10,-2.6305,0.0536
10,11,-2.557,-0.1159
11,12,-2.3914,-0.0446
12,13,-2.3393,-0.0956
13,14,-2.5893,-0.0174
14,15,-2.429,-0.0377
15,16,-2.4411,-0.0904
16,17,-2.3712,-0.2965
17,18,-2.6487,-0.0596
18,19,-2.4712,-0.1922
19,20,-2.4581,0.0378
20,21,-2.6694,-0.021
21,22,-2.4692,0.2686
22,23,-2.4789,-0.179
23,24,-2.801,-0.3316
24,25,-2.5698,-0.2014
25,26,-2.6427,-0.083
26,27,-2.7766,0.0658
27,28,-2.9162,0.2014
28,29,-3.1443,-0.1261
29,30,-3.0088,-0.2488
30,31,-2.9059,-0.0608
31,32,-2.8337,-0.0276
32,33,-2.8714,-0.0075
33,34,-2.7284,0.0129
34,35,-2.7964,-0.0921
35,36,-2.8051,-0.1934
36,37,-2.6836,0.1419
37,38,-3.0996,-0.1002
38,39,-2.8151,-0.0043
39,40,-2.6685,0.2115
40,41,-2.7313,0.128
41,42,-2.6572,-0.1009
42,43,-2.5973,-0.1471
43,44,-2.5475,0.1377
44,45,-2.8682,-0.0522
45,46,-2.9651,0.0298
46,47,-2.8651,-0.1286
47,48,-2.6654,-0.3335
48,49,-2.5858,0.2897
49,50,-2.6769,-0.0665
50,51,-2.4892,-0.0804
51,52,-2.6053,-0.0731
52,53,-2.8055,0.2004
53,54,-2.626,0.0184
54,55,-2.5756,-0.3262
55,56,-2.6512,0.1324
56,57,-2.7269,-0.0585
57,58,-2.7907,-0.1611
58,59,-2.732,0.1204
59,60,-2.5604,0.045
60,61,-2.5417,0.0893
61,62,-2.849,-0.073
62,63,-2.7083,-0.0404
63,64,-2.708,-0.0452
64,65,-2.5438,-0.0166
65,66,-2.7124,0.0207
66,67,-2.7166,-0.0629
67,68,-2.5876,-0.0454
68,69,-2.6826,-0.1819
69,70,-2.6334,0.2493
70,71,-2.6086,0.0294
71,72,-2.6174,0.1699
72,73,-2.7001,0.0654
73,74,-2.5994,0.0717
74,75,-2.7153,-0.0517
75,76,-2.7067,-0.0335
76,77,-2.4375,0.1036
77,78,-2.5404,-0.0381
78,79,-2.6063,0.0218
79,80,-2.7131,0.0543
80,81,-2.676,0.0045
81,82,-2.6172,-0.0533
82,83,-2.6424,-0.024
83,84,-2.6215,0.081
84,85,-2.421,-0.0231
85,86,-2.7796,-0.0948
86,87,-2.4869,0.0415
87,88,-2.656,-0.0703
88,89,-2.6176,0.0341
89,90,-2.5404,-0.0101
90,91,-2.5282,-0.0104
91,92,-2.5717,-0.0439
92,93,-2.6831,0.0017
93,94,-2.6678,0.1358
94,95,-2.5011,-0.1014
95,96,-2.5197,0.0106
96,97,-2.4227,-0.0039
97,98,-2.4714,-0.0081
98,99,-2.6481,-0.0477
99,100,-2.6654,0.0093
100,101,-2.6016,-0.141
101,102,-2.4786,-0.0948
102,103,-2.5258,-0.0748
103,104,-2.514,0.2496
104,105,-2.6012,-0.0311
105,106,-2.3213,0.0802
106,107,-2.4837,0.0401
107,108,-2.2984,0.1468
108,109,-2.439,-0.0922
109,110,-2.4579,-0.1038
110,111,-2.5229,0.1161
111,112,-2.5311,-0.1164
112,113,-2.2864,-0.0645
113,114,-2.5831,0.0352
114,115,-2.4916,-0.1204
115,116,-2.5201,0.0488
116,117,-2.4074,-0.0494
117,118,-2.4997,0.0144
118,119,-2.5114,0.0264
119,120,-2.3099,-0.0248
120,121,-2.4719,-0.0272
121,122,-2.5319,-0.0568
122,123,-2.29,0.0398
123,124,-2.4454,0.0144
124,125,-2.509,-0.1268
125,126,-2.3229,-0.0571
126,127,-2.5116,0.052
127,128,-2.2943,0.036
128,129,-2.4065,0.0338
129,130,-2.5654,-0.0071
130,131,-2.4887,0.0367
131,132,-2.3999,0.039
132,133,-2.3716,-0.0077
133,134,-2.436,0.0283
