Epoch,Generator Loss,Discriminator Loss
1,0.1611,-0.2572
2,-0.2803,0.0552
3,-0.0006,0.0142
4,-0.0429,-0.0304
5,-0.7547,-0.104
6,-0.1554,0.1554
7,-0.6553,-0.4635
8,-0.388,0.0378
9,-0.4904,0.3823
10,-0.2308,-0.0338
11,-1.3866,0.587
12,-0.7155,-0.1274
13,-0.6754,-0.1667
14,-0.2784,-0.0412
15,-0.4772,0.0073
16,-1.3913,0.2137
17,-2.0726,0.3397
18,-1.2935,-0.0269
19,-1.6747,-0.0513
20,-1.6522,-0.1762
21,-1.3202,0.3935
22,-2.046,0.2182
23,-1.4951,0.5761
24,-1.9515,0.147
25,-1.7724,0.4102
26,-2.5341,-0.4336
27,-2.0948,-0.5818
28,-1.8971,-0.3323
29,-2.4063,1.6066
30,-2.1043,-1.1454
31,-3.0648,-0.2465
32,-2.5434,-0.6635
33,-2.5929,-0.0538
34,-2.3149,-0.6617
35,-2.2887,0.5346
36,-1.8758,-0.3676
37,-2.363,-0.7285
38,-2.8512,0.1735
39,-2.5853,0.6071
40,-2.5109,-0.5925
41,-2.7805,-0.1611
42,-2.9434,-1.2528
43,-3.3027,-0.1165
44,-2.4811,0.377
45,-2.1856,-0.4066
46,-2.0467,-0.3711
47,-2.5231,-0.3912
48,-2.447,-0.0581
49,-2.4227,0.6287
50,-2.9587,-0.4233
51,-2.8997,-0.4227
52,-2.189,-1.0987
53,-2.294,-0.0854
54,-2.9041,-0.3077
55,-2.0869,0.4239
56,-2.3012,0.0705
57,-1.7235,-0.0332
58,-2.6757,-0.56
59,-2.024,1.1713
60,-2.0238,-0.0849
61,-2.144,0.3437
62,-2.0903,0.7792
63,-2.7636,-0.3402
64,-1.4235,-0.2859
65,-1.0383,0.1891
66,-1.7558,-0.9614
67,-1.6967,-0.2052
68,-1.0856,-0.5027
69,-1.8819,0.4591
70,-1.8629,-0.1041
71,-1.4763,-0.5815
72,-1.445,0.5073
73,-1.7238,-0.487
74,-1.0418,-0.614
75,-1.7625,-0.0253
76,-1.1314,-0.5407
77,-0.9381,-0.2596
78,-0.9292,0.3175
79,-1.8134,0.2838
80,-0.6918,0.4412
81,-1.3146,-0.0814
82,-1.1488,-0.4915
83,-0.1942,-0.4004
84,-1.2044,-0.5751
85,-0.1693,-1.0403
86,-1.9768,0.2445
87,-1.7414,0.2841
88,-0.5689,0.4923
89,-1.0659,0.4383
90,-1.7676,-0.63
91,0.0451,0.1953
92,-0.3955,0.0301
93,-0.5661,-0.2395
94,-0.8555,-0.502
95,-1.0975,-0.8674
96,-1.8238,-1.9494
97,-0.5225,-0.9815
98,-1.1249,0.2537
99,-1.4139,0.3285
100,-0.2591,0.1645
101,0.5359,1.1018
102,-1.8187,0.5925
103,-0.8479,0.0534
104,-0.9744,-0.6941
105,-0.7121,-1.069
106,-1.3002,0.8944
107,-1.5108,0.176
108,-1.205,0.8147
109,-0.1634,-0.5458
110,-0.3521,0.3505
111,-1.7347,0.2138
112,-0.2386,-1.0774
113,-0.6247,0.7142
114,-0.8863,-0.2449
115,0.2538,-0.2073
116,-1.0807,-1.2282
117,0.2635,1.5598
118,-0.508,-1.9317
119,-0.0696,0.596
120,-0.0564,-0.2609
121,-0.792,-0.4904
122,0.8829,0.297
123,-0.8863,-0.3558
124,-0.6891,0.8372
125,-0.836,0.5336
126,-1.2751,-0.2721
127,-0.3695,0.2175
128,-1.8762,1.6686
129,-1.1013,1.8219
130,0.0386,0.639
131,1.1118,1.3445
132,-0.9271,1.4541
133,-0.6206,0.661
134,-1.3914,1.3254
135,-0.7171,-1.5049
136,-0.578,-0.6242
137,-1.4568,-0.1173
138,-0.3458,1.1271
139,-1.1146,1.623
140,0.3504,0.9205
141,0.5065,1.4229
142,-1.6178,-0.2723
143,-0.9628,0.6745
144,-0.4101,0.1743
145,1.0864,-1.3232
146,-0.8638,-2.0513
