,Epoch,Generator Loss,Discriminator Loss
0,1,-1.5132,0.0792
1,2,-1.9006,-0.0933
2,3,-2.0554,0.1538
3,4,-2.4047,-0.0785
4,5,-2.4869,0.3904
5,6,-2.5389,-0.1488
6,7,-2.5567,0.2217
7,8,-2.3527,0.4403
8,9,-2.2462,0.6737
9,10,-2.1696,0.2929
10,11,-2.7859,-0.4696
11,12,-2.3705,0.64
12,13,-2.5258,-0.5251
13,14,-2.5778,0.2437
14,15,-2.5157,-0.2244
15,16,-2.2169,0.1057
16,17,-1.8886,-0.043
17,18,-2.4876,-0.3284
18,19,-2.264,-0.3432
19,20,-2.4519,0.4104
20,21,-1.8409,0.2098
21,22,-2.2908,-0.1638
22,23,-2.237,-0.1999
23,24,-2.2536,0.0071
24,25,-2.7017,0.0298
25,26,-2.9222,0.3139
26,27,-2.9636,0.0195
27,28,-2.7177,0.0546
28,29,-2.4692,0.0471
29,30,-2.6123,0.1715
30,31,-2.6145,0.1908
31,32,-2.6982,0.1128
32,33,-2.5041,-0.2372
33,34,-2.5681,0.3255
34,35,-2.461,-0.0234
35,36,-2.1068,-0.3586
36,37,-2.3177,-0.0161
37,38,-2.3443,-0.2795
38,39,-2.5572,-0.3268
39,40,-2.5053,-0.1773
40,41,-2.3001,-0.1221
41,42,-2.3699,0.0774
42,43,-2.3645,0.0047
43,44,-2.3742,-0.1515
44,45,-2.5172,-0.1832
45,46,-2.3787,0.0769
46,47,-2.1618,0.2586
47,48,-1.9199,-0.2233
48,49,-2.8448,0.2688
49,50,-2.3576,-0.1135
50,51,-2.4141,-0.1134
51,52,-2.6024,-0.0191
52,53,-2.6128,0.0539
53,54,-2.1421,0.0507
54,55,-2.0583,-0.0496
55,56,-2.5173,0.321
56,57,-2.5246,0.2069
57,58,-2.1187,0.0025
58,59,-2.3634,0.1138
59,60,-2.5893,0.1493
60,61,-2.3096,0.0561
61,62,-2.2852,-0.1875
62,63,-2.4419,0.0317
63,64,-2.4651,0.0651
64,65,-2.2566,-0.3559
65,66,-2.3584,-0.0923
66,67,-2.2668,-0.1114
67,68,-1.9616,-0.1278
68,69,-2.2112,-0.3601
69,70,-1.9428,-0.2052
70,71,-2.6418,0.2766
71,72,-2.0079,0.0521
72,73,-2.8491,0.0027
73,74,-2.1701,-0.2891
74,75,-1.4073,0.0312
75,76,-1.7972,-0.5953
76,77,-2.7139,-0.2245
77,78,-2.2537,0.0054
78,79,-1.9479,-0.2831
79,80,-1.8814,0.0575
80,81,-2.3448,-0.0447
81,82,-1.8461,-0.374
82,83,-1.7278,0.4026
83,84,-2.833,-0.5464
84,85,-1.7895,-0.0262
85,86,-1.6828,-0.0505
86,87,-1.8132,0.0176
87,88,-1.7379,-0.0795
88,89,-1.7673,0.2685
89,90,-1.5939,-0.5092
90,91,-1.7308,0.2936
91,92,-1.8881,0.0341
92,93,-1.5105,-0.0645
93,94,-1.6943,-0.0661
94,95,-1.3392,0.4478
95,96,-1.7713,-0.5543
96,97,-1.711,-0.084
97,98,-2.0542,0.3704
98,99,-1.559,0.1654
99,100,-1.1701,0.0036
100,101,-1.1517,-0.1841
101,102,-1.5205,-0.1424
102,103,-1.8221,0.1556
103,104,-1.411,0.567
104,105,-1.655,0.5844
105,106,-1.5546,0.0072
106,107,-1.2467,0.042
107,108,-1.7533,0.4161
108,109,-1.2666,-0.2647
109,110,-1.1756,-0.3295
110,111,-1.5165,0.1393
111,112,-1.2351,0.2345
112,113,-1.5745,-0.3368
113,114,-0.5486,-0.0404
114,115,-1.94,0.7179
115,116,-0.9953,-0.0879
116,117,-1.2425,0.0868
117,118,-1.89,0.0967
118,119,-1.9928,-0.2489
119,120,-1.1868,-0.6581
120,121,-0.0403,0.4548
121,122,-2.1149,-0.0419
122,123,-0.891,-0.5412
123,124,-1.055,-0.4594
124,125,-0.5577,-1.221
125,126,-1.0924,0.0868
126,127,-0.8991,-0.2497
127,128,-1.6064,-0.3877
128,129,-1.0296,-0.0479
129,130,-1.1767,-0.2055
130,131,-1.7417,0.8163
131,132,-1.5453,-0.2486
132,133,0.0227,-0.5614
133,134,-1.0611,0.0378
134,135,-1.2195,-0.1747
135,136,-1.0304,0.352
136,137,-1.2295,0.4101
137,138,-1.4023,-0.0846
138,139,-1.3959,0.4807
139,140,-1.762,-1.0374
140,141,-0.7877,0.2642
141,142,-1.5585,0.1364
142,143,-1.1709,-0.1364
143,144,-0.193,-0.0698
144,145,-1.5459,0.216
145,146,-0.5146,0.0341
146,147,-0.77,-0.2822
147,148,-1.3467,-0.1893
148,149,-0.9591,0.3085
149,150,-1.0127,-0.561
150,151,0.0442,0.0879
151,152,0.2148,-1.0163
152,153,-0.2545,0.2813
153,154,-0.6621,-0.5964
154,155,-1.4188,0.053
155,156,-0.9876,-1.0595
156,157,-0.2178,-0.9738
157,158,0.1319,-0.2045
158,159,-0.2378,0.0539
159,160,-0.3975,0.4908
160,161,0.1501,-0.6459
161,162,0.4596,-0.2067
162,163,0.2788,1.0132
163,164,-1.0259,0.7165
164,165,-0.1732,-0.7924
165,166,-0.1699,-0.3018
166,167,-0.046,1.014
167,168,-0.015,0.7137
168,169,-0.1225,-0.7642
169,170,-0.5126,-0.1199
170,171,-0.0251,-0.9336
171,172,-0.7363,0.2586
172,173,0.0186,-0.5674
173,174,-0.0623,0.3618
174,175,0.1372,0.8732
175,176,0.2028,0.8196
176,177,-0.626,-0.177
177,178,-0.0825,0.1029
178,179,-0.0598,0.0634
179,180,-1.0293,0.1109
180,181,-0.5718,-1.2743
181,182,0.0512,-0.9795
182,183,-0.3996,-0.679
183,184,-1.3967,0.7956
184,185,-0.2895,0.6198
185,186,-0.1195,0.0582
186,187,0.4855,1.3832
187,188,-0.2222,-0.3793
188,189,-0.6505,0.6563
189,190,-0.3774,-0.0734
190,191,-1.3952,-0.8167
191,192,0.8448,0.7577
192,193,-0.215,-0.0869
193,194,0.1359,-0.3853
194,195,0.9376,0.4665
195,196,-0.7569,-0.4942
196,197,-0.927,1.7384
197,198,-0.1195,-0.2636
198,199,-0.4835,-0.7191
199,200,0.9085,-1.0246
